Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
Sh2-206;HII;04:03:13.06;+51:19:46.1;Per;50;;;;;;;;;;;;;;;;;;;;;;;
Sh2-207;HII;04:20:04.95;+53:08:37.0;Cam;4;;;;;;;;;;;;;;;;;;;;;;;
Sh2-208;HII;04:19:45.88;+52:58:39.4;Cam;1;;;;;;;;;;;;;;;;;;;;;;;
Sh2-209;HII;04:11:02.99;+51:09:46.4;Per;14;;;;;;;;;;;;;;;;;;;;;;;
Sh2-210;HII;04:30:59.08;+52:33:10.3;Per;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-211;HII;04:36:57.78;+50:56:21.5;Per;2;;;;;;;;;;;;;;;;;;;;;;;
Sh2-212;HII;04:40:37.75;+50:22:51.5;Per;5;;;;;;;;;;;;;;;;;;;;;;;
Sh2-213;HII;04:20:42.96;+44:55:29.4;Per;1;;;;;;;;;;;;;;;;;;;;;;;
Sh2-214;HII;04:21:34.90;+44:22:22.4;Per;4;;;;;;;;;;;;;;;;;;;;;;;
Sh2-215;HII;04:17:32.95;+42:36:53.6;Per;2;;;;;;;;;;;;;;;;;;;;;;;
Sh2-216;HII;04:44:57.02;+46:49:14.9;Per;80;;;;;;;;;;;;;;;;;;;;;;;
Sh2-217;HII;04:58:47.50;+48:00:20.4;Aur;9;;;;;;;;;;;;;;;;;;;;;;;
Sh2-218;HII;05:41:16.55;+52:11:18.3;Aur;70;;;;;;;;;;;;;;;;;;;;;;;
Sh2-219;HII;04:56:08.00;+47:23:42.4;Aur;3;;;;;;;;;;;;;;;;;;;;;;;
Sh2-220;HII;04:00:38.37;+36:37:01.9;Per;320;;;;;;;;;;;;;;;;;;;;;;;
Sh2-221;HII;05:01:40.00;+46:20:55.7;Aur;120;;;;;;;;;;;;;;;;;;;;;;;
Sh2-222;HII;04:30:09.85;+35:16:12.0;Per;6;;;;;;;;;;;;;;;;;;;;;;;
Sh2-223;HII;05:17:11.89;+42:12:42.5;Aur;70;;;;;;;;;;;;;;;;;;;;;;;
Sh2-224;HII;05:27:16.11;+42:58:16.2;Aur;30;;;;;;;;;;;;;;;;;;;;;;;
Sh2-225;HII;05:27:00.37;+40:37:17.8;Aur;10;;;;;;;;;;;;;;;;;;;;;;;
Sh2-226;HII;05:11:06.82;+37:59:33.3;Aur;3;;;;;;;;;;;;;;;;;;;;;;;
Sh2-227;HII;05:19:53.27;+38:57:18.6;Aur;20;;;;;;;;;;;;;;;;;;;;;;;
Sh2-228;HII;05:13:35.12;+37:27:12.1;Aur;8;;;;;;;;;;;;;;;;;;;;;;;
Sh2-229;HII;05:16:18.98;+34:27:48.0;Aur;65;;;;;;;;;;;;;;;;;;;;;;;
Sh2-230;HII;05:22:30.37;+34:07:54.9;Aur;300;;;;;;;;;;;;;;;;;;;;;;;
Sh2-231;HII;05:39:19.56;+35:55:29.8;Aur;12;;;;;;;;;;;;;;;;;;;;;;;
Sh2-232;HII;05:42:26.69;+36:12:02.7;Aur;40;;;;;;;;;;;;;;;;;;;;;;;
Sh2-233;HII;05:38:43.07;+35:47:35.1;Aur;2;;;;;;;;;;;;;;;;;;;;;;;
Sh2-234;HII;05:28:07.78;+34:26:06.5;Aur;12;;;;;;;;;;;;;;;;;;;;;;;
