Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
WR 59-2;WR*;13:54:13.43;-61:50:01.9;;;;;;;13.60;12.07;10.86;;WC5-6;;;;;;;;;;;;;DR3 5867065376634816896,SMG09 885_11;
WR 60;WR*;13:55:48.44;-61:09:48.5;;;;;13.72;12.17;8.91;8.37;7.70;;WC8;;;;;;;;;;;;;HD 121194,DR3 5867123139651286528;Anon (Marston)
WR 60-1;WR*;14:10:10.01;-61:15:25.50;;;;;;;15.30;12.43;10.60;;WC8;;;;;;;;;;;;;SMG09 897_5;
WR 60-2;WR*;14:12:36.53;-61:45:32.8;;;;;;;13.58;11.33;9.71;;WC8, WC8d;;;;;;;;;;;;;DR3 5866506721648610816,SMG09 903_15c;
WR 60-3;WR*;14:01:15.49;-62:38:19.9;;;;;;;14.87;12.84;11.56;;WC7;;;;;;;;;;;;;MDM11 11;
WR 60-4;WR*;14:04:36.67;-61:29:16.5;;;;;;;15.58;12.71;11.00;;WC8, WC8ed;;;;;;;;;;;;;MDM11 12;
WR 60-5;WR*;14:06:03.60;-60:27:29.6;;;;;;15.35;10.84;10.12;9.39;;WC5-7, WC7;;;;;;;;;;;;;DR3 5866501365851281024,WR60a;
WR 60-6;WR*;14:09:04.30;-61:15:53.78;;;;;;;13.37;10.66;9.16;;WN6;;;;;;;;;;;;;VVV CL036-9;
WR 60-7;WR*;14:02:33.42;-61:20:27.4;;;;;;;13.28;11.57;10.28;;WC7-8;;;;;;;;;;;;;DR3 5866435047236526848,RC17 B51;
WR 60-8;WR*;14:12:15.19;-61:42:45.2;;;;;;;14.90;12.98;11.76;;WN6o;;;;;;;;;;;;;RC17 B56;
WR 61;WR*;14:13:03.51;-65:26:52.8;;;;;12.51;12.32;10.96;10.67;10.35;;WN5o;;;;;;;;;;;;;DR3 5852718536596531968,CF Cir;
WR 61-1;WR*;14:21:23.13;-60:18:04.1;;;;;;;11.68;10.43;9.62;;WN6;;;;;;;;;;;;;DR3 5866708280185028992,MV09 J14212314-6018041;
WR 61-2;WR*;14:16:27.37;-61:17:56.20;;;;;;;13.60;11.39;10.01;;WN5b;;;;;;;;;;;;;DR3 5866543937556567296,SMG09 907_18;
WR 61-3;WR*;14:20:30.74;-60:48:22.2;;;;;;;13.62;11.63;10.38;;WC9;;;;;;;;;;;;;DR3 5866654507192171904,MDM11 13;
WR 62;WR*;14:31:06.13;-61:20:59.7;;;;;;14.22;9.11;8.35;7.75;;WN6b;;;;;;;;;;;;;DR3 5878402612822904704,NS 2;
WR 62-1;WR*;14:46:53.56;-59:19:38.3;;;;;;;8.93;7.60;6.82;;WN7-8h;;;;;;;;;;;;;DR3 5879035832756714112,AX J144701-5919;
WR 62-2;WR*;14:46:26.37;-59:23:29.2;;;;;;;8.41;7.42;6.87;;WN8-9h;;;;;;;;;;;;;DR3 5879035145561896448,VVV CL041-8;
WR 62-3;WR*;14:35:08.70;-61:14:02.5;;;;;;;12.68;11.81;11.25;;WN3;;;;;;;;;;;;;DR3 5878372204454901248,WR-C-15;
WR 62a;WR*;14:32:37.69;-61:29:54.2;;;;;;13.80;;;;;WN4-5o, WN5+O5.5-6, WN6o;;;;;;;;;;;;;DR3 5878338708038978304,SMSNPL 11;
WR 62b;WR*;14:46:40.84;-61:06:57.1;;;;;;17.26;;;;;WN5o;;;;;;;;;;;;;DR3 5877854957310171904,SMSNPL 12;
WR 63;WR*;14:50:58.31;-59:51:26.70;;;;;13.87;12.34;8.60;8.07;7.64;;WN7o+OB;;;;;;;;;;;;;DR3 5878214222686129408,LSS 3289;
WR 64;WR*;14:56:55.18;-55:50:58.6;;;;;;15.57;12.50;12.03;11.33;;WC7;;;;;;;;;;;;;DR3 5881477813761075712,BS 3;
WR 64-1;WR*;15:01:30.11;-59:16:12.00;;;;;;;13.84;11.83;10.64;;WN4b;;;;;;;;;;;;;SMG09 956_25;
WR 64-2;WR*;15:01:14.05;-58:49:07.4;;;;;;;14.46;12.88;11.89;;WN6o;;;;;;;;;;;;;RC17 B85;
WR 64-3;WR*;15:02:46.14;-58:27:06.8;;;;;;;12.39;11.04;10.18;;WN6o;;;;;;;;;;;;;DR3 5879721167786590720,RC17 B87;
WR 64-4;WR*;15:04:11.16;-58:27:21.7;;;;;;;11.35;10.01;9.10;;WN6o+OB;;;;;;;;;;;;;DR3 5879722512132456192,RC17 B88;
WR 64-5;WR*;15:07:31.84;-58:15:09.9;;;;;;;13.11;11.66;10.80;;WN6o;;;;;;;;;;;;;DR3 5880092291630768512,RC17 B91;
WR 64-6;WR*;15:10:57.65;-57:57:28.5;;;;;;;13.84;12.19;11.11;;WN6b;;;;;;;;;;;;;DR3 5880077688741091968,RC17 B93;
WR 65;WR*;15:13:41.70;-59:11:45.0;;;;;15.59;13.66;8.46;7.28;6.16;;WC9d+OB?, WC9vd+OB;;;;;;;;;;;;;DR3 5876932844981435904,WRAY 15-1297;
WR 66;WR*;15:14:57.71;-59:50:30.2;;;;;12.26;11.38;8.93;8.48;8.15;;WN8(h);;;;;;;;;;;;;HD 134877,DR3 5876711014185935232;
WR 67;WR*;15:15:32.62;-59:02:30.7;;;;;12.62;11.88;9.28;8.86;8.45;;WN6o;;;;;;;;;;;;;DR3 5876955556746594048,LSS 3329;
WR 67-1;WR*;15:16:36.95;-58:09:58.8;;;;;16.25;14.75;9.86;9.18;8.82;;WN6h;;;;;;;;;;;;;DR3 5877138831615057792,WR67a;
WR 67-2;WR*;15:17:46.29;-57:56:59.3;;;;;19.35;17.25;10.34;9.26;8.46;;WC8, WC7;;;;;;;;;;;;;DR3 5877171164129749504,WR67b;
WR 67-3;WR*;15:15:39.42;-58:08:16.1;;;;;;16.73;9.37;8.46;7.74;;WN10;;;;;;;;;;;;;DR3 5877142611191579904,G321.0331-0.4274;
WR 67-4;WR*;15:16:59.19;-59:36:37.5;;;;;;18.96;12.72;12.00;11.29;;WC8;;;;;;;;;;;;;DR3 5876717993562192768,WR-C-16;
WR 68;WR*;15:18:20.75;-59:38:17.4;;;;;14.33;13.71;9.90;9.38;8.75;;WC7;;;;;;;;;;;;;DR3 5876692803522748928,BS 4;G320.5-1.4 (Toala)
WR 68-1;WR*;15:20:35.91;-57:27:12.0;;;;;;;13.88;12.15;11.06;;WN4b;;;;;;;;;;;;;DR3 5883143260293256064,SMG09 979_11;
WR 68a;WR*;15:23:16.60;-57:44:19.9;;;;;;14.41;9.59;9.02;8.62;;WN6o+O5.5-6, WN6o;;;;;;;;;;;;;DR3 5882956313277086336,SMSNPL 13;
WR 69;WR*;15:24:11.30;-62:40:37.6;;;;;9.55;9.24;7.96;7.28;6.40;;WC9d+OB;;;;;;;;;;;;;HD 136488,DR3 5875086524484367232;
WR 70;WR*;15:29:44.68;-58:34:51.3;;;;;11.02;9.78;7.07;6.56;5.74;;WC9vd+B0I;;;;;;;;;;;;;HD 137603,DR3 5882096598319863936;
WR 70-1;WR*;15:35:26.52;-56:04:12.4;;;;;;;13.84;12.39;11.46;;WN7;;;;;;;;;;;;;DR3 5883559253643620864,WM10 9,MV09 J15352652-5604123;Anon IR (Wachter)
WR 70-11;WR*;16:00:25.26;-52:03:29.6;;;;;;;12.02;10.65;9.88;;WN8, WN7;;;;;;;;;;;;;DR3 5981436099432247808,SFZ12 1042-25L;
WR 70-12;WR*;16:00:26.31;-52:11:10.73;;;;;;;11.53;10.20;9.29;;WC7:;;;;;;;;;;;;;DR3 5981056802278006144,SFZ12 1038-22L,Mc70-7;
WR 70-13;WR*;15:37:46.50;-56:08:45.5;;;;;;;13.12;11.38;9.96;;WC8d;;;;;;;;;;;;;DR3 5883566881502595968,RC17 B105;
WR 70-14;WR*;15:39:17.02;-55:49:18.9;;;;;;;14.12;12.58;11.50;;WN4b;;;;;;;;;;;;;DR3 5885078984866033920,RC17 B107;
WR 70-15;WR*;15:58:57.97;-52:46:05.4;;;;;;;15.61;13.59;12.40;;WN5o;;;;;;;;;;;;;RC17 B123;
WR 70-16;WR*;16:00:50.49;-51:42:45.3;;;;;;;10.20;;6.70;;WC7d+WN or WN/Cd+O;;;;;;;;;;;;;DR3 5981635832593607040,Apep,2XMM J160050.7-514245;
WR 70-17;WR*;15:37:10.77;-56:13:18.5;;;;;;19.34;9.57;7.47;5.85;;WC9d;;;;;;;;;;;;;DR3 5883543486825643648,WR-C-18;
WR 70-18;WR*;15:37:41.30;-57:23:35.8;;;;;;;12.80;11.99;11.18;;WC7-8;;;;;;;;;;;;;DR3 5882603507496595200,WR-C-19;
WR 70-19;WR*;15:55:08.61;-54:59:20.7;;;;;;;12.01;11.27;10.74;;WN6-7;;;;;;;;;;;;;DR3 5884578986303334016;
WR 70-2;WR*;15:59:56.71;-51:59:30.0;;;;;;;10.88;9.52;8.66;;WN5-6b, WN5b;;;;;;;;;;;;;DR3 5981624837477220992,MV09 J15595671-5159299;
WR 70-3;WR*;15:43:04.66;-55:11:12.8;;;;;19.93;17.31;10.96;9.94;9.06;;WC8, WC7;;;;;;;;;;;;;DR3 5884464430895359616,SMG09 1011_24;
WR 70-4;WR*;15:45:59.14;-53:32:32.50;;;;;;;14.58;12.22;10.87;;WN9h;;;;;;;;;;;;;WM10 10,[GFK2010] MN27;Anon IR (Wachter)
WR 70-5;WR*;15:48:42.10;-55:07:54.3;;;;;;;11.19;9.71;8.49;;WC9;;;;;;;;;;;;;DR3 5884424092561607168,WM10 11b;Anon IR (Wachter)
WR 70-6;WR*;15:53:31.85;-53:45:44.3;;;;;;;15.16;12.51;10.97;;WN5b, WN6b;;;;;;;;;;;;;MDM11 14;
WR 70-7;WR*;15:58:49.71;-52:51:32.4;;;;;;;15.94;13.05;11.36;;WN6b;;;;;;;;;;;;;MDM11 15;
WR 70-8;WR*;15:58:54.93;-52:02:45.5;;;;;;;15.64;12.59;10.91;;WN7;;;;;;;;;;;;;MDM11 16;
WR 70-9;WR*;16:00:23.26;-52:51:42.3;;;;;;;15.56;12.87;11.31;;WC8;;;;;;;;;;;;;MDM11 17;
WR 70a;WR*;15:59:25.28;-54:12:42.8;;;;;;16.90;10.94;10.24;9.76;;WN6o;;;;;;;;;;;;;DR3 5980784844951253376,SMSNPL 14;
WR 71;WR*;16:03:49.33;-62:41:36.1;;;;;10.05;10.11;9.48;9.31;9.09;;WN6o;;;;;;;;;;;;;HD 143414,DR3 5829299664809018880;Anon (Marston)
WR 71-1;WR*;16:04:03.78;-53:10:44.5;;;;;;;13.13;11.90;11.17;;WN9;;;;;;;;;;;;;DR3 5932918014247209472,KSF14 1040-B6C;
WR 72-1;WR*;16:11:39.26;-52:05:45.9;;;;;18.30;18.61;10.16;9.25;8.46;;WC9;;;;;;;;;;;;;DR3 5933406236095064960,HDM6;
WR 72-2;WR*;16:11:43.70;-51:10:16.7;;;;;;;10.26;8.97;8.10;;WC8;;;;;;;;;;;;;DR3 5934986165584098048,SMG09 1053_27;
WR 72-3;WR*;16:10:06.26;-50:47:58.6;;;;;;;15.62;13.05;11.53;;WC9, WC9d?;;;;;;;;;;;;;MDM11 18,SFZ12 1054-43L;
WR 72-4;WR*;16:10:06.67;-51:47:24.5;;;;;;;14.86;12.63;11.24;;WC7:;;;;;;;;;;;;;SFZ12 1051-67L;
WR 72-5;WR*;16:07:01.46;-51:58:18.6;;;;;;;12.56;11.14;10.27;;WN6o;;;;;;;;;;;;;DR3 5981484198751444096,RC17 B132;
WR 73;WR*;16:12:37.47;-46:37:36.9;;;;;;15.20;10.32;8.79;7.47;;WC9d;;;;;;;;;;;;;DR3 5990124062365822592,NS 3;
WR 73-1;WR*;16:14:37.23;-51:26:26.30;;;;;;;15.05;12.79;11.57;;WC8, WC7;;;;;;;;;;;;;SMG09 1059_34,SMZ12 1059-62L;
WR 74;WR*;16:16:13.79;-51:36:41.8;;;;;;13.98;9.73;9.22;8.80;;WN7o;;;;;;;;;;;;;DR3 5934745299485840768,BP 1;
WR 74-1;WR*;16:20:51.43;-50:04:03.3;;;;;;;15.50;12.28;10.59;;WN9ha;;;;;;;;;;;;;MDM11 19;
WR 74-2;WR*;16:24:23.29;-49:21:29.5;;;;;;;15.64;12.90;11.43;;WN7;;;;;;;;;;;;;MDM11 20;
WR 74-3;WR*;16:24:22.70;-49:00:42.3;;;;;;;15.15;13.13;11.97;;WC6:;;;;;;;;;;;;;SFZ12 1077-55L;
WR 74-4;WR*;16:19:40.16;-49:13:59.7;;;;;;;10.31;9.24;8.48;;WN6b;;;;;;;;;;;;;DR3 5935620137100518016,PMR 5,PHR 16196-4913;
WR 74-5;WR*;16:20:16.07;-50:58:07.7;;;;;;;8.43;7.78;7.43;;WN8;;;;;;;;;;;;;DR3 5934874221567359360,2MASS J16201606-5058076,G332.809-0.132 E4;
WR 75;WR*;16:24:26.22;-51:32:06.1;;;;;11.46;10.85;8.60;8.24;7.84;;WN6b;;;;;;;;;;;;;HD 147419,DR3 5934037012236694272,TYC 8324 3694;RCW 104
WR 75-1;WR*;16:24:58.87;-48:56:52.5;;;;;18.50;;13.28;11.76;10.73;;WC8;;;;;;;;;;;;;DR3 5941455760690440448,SMG09 1081_21,SFZ12 1081-76L;
WR 75-10;WR*;16:34:57.45;-47:04:13.0;;;;;;;13.75;11.71;10.46;;WN6, WN5-6b, WN6b;;;;;;;;;;;;;MDM11 25,SFZ12 1097-156L;
WR 75-11;WR*;16:35:05.55;-47:17:13.5;;;;;;;13.60;11.62;10.46;;WC9d?, WC9ed;;;;;;;;;;;;;MDM11 26;
WR 75-12;WR*;16:35:38.88;-47:09:13.0;;;;;;;15.02;12.85;11.49;;WN6;;;;;;;;;;;;;MDM11 27;
WR 75-13;WR*;16:35:51.16;-47:19:51.3;;;;;;;13.60;11.67;10.39;;WC8;;;;;;;;;;;;;MDM11 28,SFZ12 1097-34L;
WR 75-14;WR*;16:27:42.39;-48:30:34.2;;;;;;;14.50;12.37;11.21;;WC8-9, WC9;;;;;;;;;;;;;SFZ12 1085-72L;
WR 75-15;WR*;16:28:40.25;-48:18:12.9;;;;;;;14.73;13.16;11.50;;WC8, WC8d;;;;;;;;;;;;;SFZ12 1085-69L;
WR 75-16;WR*;16:29:35.82;-48:19:34.2;;;;;;;16.70;13.49;11.83;;WC8:;;;;;;;;;;;;;SFZ12 1085-83L;
WR 75-17;WR*;16:32:15.22;-47:56:12.7;;;;;;;16.00;14.17;12.75;;WC8:;;;;;;;;;;;;;SFZ12 1093-138L;
WR 75-18;WR*;16:32:48.55;-47:45:06.2;;;;;;;13.36;;;;Ofpe/WN9, WN9;;;;;;;;;;;;;AX J163552-4746,SFZ12 1093-140LB;
WR 75-19;WR*;16:32:49.78;-47:44:31.4;;;;;;;16.15;13.97;12.28;;WC7:;;;;;;;;;;;;;SFZ12 1093-140L;
WR 75-2;WR*;16:31:29.23;-47:56:16.40;;;;;;;15.56;12.86;11.32;;WC8, WC8:;;;;;;;;;;;;;SMG09 1093_34,SFZ12 1093-87L;
WR 75-20;WR*;16:33:14.06;-48:17:37.2;;;;;;;13.93;11.76;;;WC8;;;;;;;;;;;;;SFZ12 1091-46L;
WR 75-21;WR*;16:33:48.54;-47:53:13.4;;;;;;;;;13.40;;WC7:;;;;;;;;;;;;;SFZ12 1095-189L;
WR 75-22;WR*;16:35:44.37;-47:19:42.2;;;;;;;15.28;13.72;12.04;;WC9;;;;;;;;;;;;;SFZ12 1097-71L;
WR 75-23;WR*;16:37:23.98;-46:26:28.8;;;;;17.78;15.29;10.27;9.59;8.93;;WC9;;;;;;;;;;;;;DR3 5942844680092000256,SFZ12 1106-31L;
WR 75-24;WR*;16:38:20.18;-46:23:43.8;;;;;;;14.77;12.74;11.48;;WC8;;;;;;;;;;;;;SFZ12 1105-76L;
WR 75-25;WR*;16:30:23.73;-48:13:05.48;;;;;;;15.40;12.51;11.08;;WN9/O4-6If+;;;;;;;;;;;;;VVV CL073-2;
WR 75-26;WR*;16:30:23.98;-48:13:05.48;;;;;;;14.71;11.53;9.50;;WN7;;;;;;;;;;;;;VVV CL073-4;
WR 75-27;WR*;16:32:05.27;-47:49:14.25;;;;;;;16.92;13.23;10.31;;WC8;;;;;;;;;;;;;VVV CL074-2;
WR 75-28;WR*;16:32:05.46;-47:49:28.10;;;;;;;14.72;11.82;10.17;;WN8;;;;;;;;;;;;;VVV CL074-3;
WR 75-29;WR*;16:32:05.93;-47:49:30.92;;;;;;;15.22;12.53;11.31;;WN7/O4-6If+, O4-6If+;;;;;;;;;;;;;VVV CL074-9;
WR 75-3;WR*;16:31:49.06;-47:56:04.40;;;;;;;15.11;12.86;11.47;;WC8;;;;;;;;;;;;;SMG09 1093_33,SMZ12 1093-80L;
WR 75-30;WR*;16:32:25.70;-47:50:46.1;;;;;;;15.15;12.93;11.57;;WN6, WN7o;;;;;;;;;;;;;KSF14 1093-1765,RC17 A13;
WR 75-31;WR*;16:25:13.60;-48:58:22.3;;;;;;;15.28;13.34;12.21;;WN7o;;;;;;;;;;;;;RC17 A11;
WR 75-32;WR*;16:32:08.43;-47:49:44.70;;;;;;;15.08;12.13;10.30;;WC9;;;;;;;;;;;;;VVV CL074-13;
WR 75-4;WR*;16:32:12.98;-47:50:35.80;;;;;;;15.00;12.70;11.34;;WN5b;;;;;;;;;;;;;SMG09 1093_53,WM10 16;Anon IR (Wachter)
WR 75-5;WR*;16:35:23.31;-48:09:18.0;;;;;;;14.90;12.77;11.43;;WC8;;;;;;;;;;;;;SMG09 1096_22,SFZ12 1095-98L;
WR 75-6;WR*;16:28:53.42;-48:33:39.4;;;;;;;14.65;12.80;11.76;;WN5b;;;;;;;;;;;;;MDM11 21;
WR 75-7;WR*;16:32:22.05;-47:47:42.5;;;;;;;14.97;12.96;11.63;;WC9, WC9d;;;;;;;;;;;;;MDM11 22;
WR 75-8;WR*;16:33:11.20;-48:19:41.2;;;;;;;15.00;12.44;10.90;;WN4-5b, WN4b;;;;;;;;;;;;;MDM11 23;
WR 75-9;WR*;16:33:45.45;-47:51:29.1;;;;;;;15.56;12.98;11.41;;WC9+late, WC8-9d?;;;;;;;;;;;;;MDM11 24,SFZ12 1093-59L;
WR 75a;WR*;16:26:37.23;-50:19:23.0;;;;;17.10;14.51;9.96;9.18;8.50;;WC9;;;;;;;;;;;;;DR3 5934577009808707200,SMSNPL 15;
WR 75aa;WR*;16:26:20.14;-45:59:45.8;;;;;17.50;17.51;12.03;10.73;9.46;;WC9d, WC9vd;;;;;;;;;;;;;DR3 5942388180949371904,HBD 1,SHS J162620.2-455946;
WR 75ab;WR*;16:33:48.73;-49:28:44.1;;;;;;15.72;10.22;9.29;8.91;;WN7h;;;;;;;;;;;;;DR3 5940491385980774528,PCG 11;
WR 75b;WR*;16:28:17.23;-48:17:40.8;;;;;;16.09;9.76;9.00;8.36;;WC9;;;;;;;;;;;;;DR3 5941555884987750144,SMSNPL 16;
WR 75c;WR*;16:34:03.58;-43:40:24.9;;;;;16.50;15.98;11.62;11.12;10.52;;WC9;;;;;;;;;;;;;DR3 5944311432943167744,HBD 2,SHS J163403.6-434025;
WR 75d;WR*;16:34:17.44;-46:08:53.1;;;;;17.10;17.34;10.98;9.88;9.12;;WC9, WC9vd;;;;;;;;;;;;;DR3 5942909761801240576,HBD 3,SHS J163417.5-460852;
WR 76;WR*;16:40:05.25;-45:41:12.7;;;;;;15.46;8.46;6.51;4.88;;WC9d;;;;;;;;;;;;;DR3 5942970269284633856,LSS 3693;
WR 76-1;WR*;16:40:50.78;-45:51:23.1;;;;;;;14.84;12.00;10.42;;WN9;;;;;;;;;;;;;MDM11 29;
WR 76-10;WR*;16:40:17.12;-46:20:09.7;;;;;;;16.92;13.10;11.25;;WC7:;;;;;;;;;;;;;SFZ12 1109-74L;
WR 76-11;WR*;16:40:12.92;-46:08:54.0;;;;;;;15.05;13.15;11.98;;WN7o;;;;;;;;;;;;;RC17 B154;
WR 76-2;WR*;16:40:28.35;-46:23:25.6;;;;;;;;;11.42;;WN7-8;;;;;;;;;;;;;Mercer 81-5;
WR 76-3;WR*;16:40:28.94;-46:23:27.1;;;;;;;;;11.46;;Of/WN, WN8;;;;;;;;;;;;;Mercer 81-8;
WR 76-4;WR*;16:40:29.32;-46:23:11.6;;;;;;;;13.63;11.42;;O super, WN9ha;;;;;;;;;;;;;Mercer 81-6;
WR 76-5;WR*;16:40:29.32;-46:23:38.2;;;;;;;;;11.82;;O super, WN9ha;;;;;;;;;;;;;Mercer 81-9;
WR 76-6;WR*;16:40:29.60;-46:23:25.6;;;;;;;;;11.45;;WN7-8;;;;;;;;;;;;;Mercer 81-7;
WR 76-7;WR*;16:40:29.65;-46:23:29.1;;;;;;;;;10.59;;WN7-8;;;;;;;;;;;;;Mercer 81-2;
WR 76-8;WR*;16:40:29.65;-46:23:28.7;;;;;;;;13.44;10.95;;WN7-8:;;;;;;;;;;;;;Mercer 81-4;
WR 76-9;WR*;16:40:30.08;-46:23:11.4;;;;;;;;;10.82;;WN7-8;;;;;;;;;;;;;Mercer 81-3;
WR 77;WR*;16:41:19.25;-48:01:59.2;;;;;13.56;12.67;9.86;;;;WC8+OB;;;;;;;;;;;;;DR3 5941013958888446592,He3-1239;
WR 77-1;WR*;16:44:10.68;-45:24:24.6;;;;;19.10;;10.06;9.00;8.29;;WN7, WN7b;;;;;;;;;;;;;DR3 5943179829303158656,MV09 J16441069-4524246;
WR 77-2;WR*;16:46:53.42;-45:35:59.0;;;;;;;10.75;9.53;8.73;;WN7;;;;;;;;;;;;;DR3 5943206251936707456,MV09 J16465342-4535590;
WR 77-3;WR*;16:47:46.03;-45:59:04.9;;;;;;;11.12;9.84;9.10;;WN6;;;;;;;;;;;;;DR3 5940101437255609984,MDM11 30;
WR 77-4;WR*;16:48:27.58;-46:09:27.1;;;;;;;14.14;11.85;10.59;;WN5, WN6;;;;;;;;;;;;;MDM11 31;
WR 77-5;WR*;16:43:40.37;-45:57:57.7;;;;;18.20;16.73;10.56;9.71;9.14;;WN6;;;;;;;;;;;;;DR3 5943094788943803904,SFZ12 1115-197L;
WR 77-6;WR*;16:51:19.33;-43:26:55.3;;;;;;;13.56;11.93;10.95;;WN6, WN6b;;;;;;;;;;;;;DR3 5964827495242056704,SFZ12 1138-133L;
WR 77-7;WR*;16:51:29.69;-43:53:35.3;;;;;;;14.73;13.46;12.06;;WC9;;;;;;;;;;;;;SFZ12 1133-59L;
WR 77-8;WR*;16:48:01.37;-42:47:38.3;;;;;;17.63;11.18;10.51;9.69;;WC7;;;;;;;;;;;;;DR3 5967906059105052800,WR-C-21;
WR 77-9;WR*;16:49:41.87;-46:45:08.7;;;;;;;11.27;10.06;9.13;;WC9d;;;;;;;;;;;;;DR3 5939996017261315968,WR-C-22;
WR 77a;WR*;16:46:55.53;-45:51:34.5;;;;;;;11.72;10.67;10.00;;WN6o;;;;;;;;;;;;;DR3 5940106689983759360,NC-Q;
WR 77aa;WR*;16:46:46.28;-45:47:58.3;;;;;;;10.04;8.21;6.72;;WC9d;;;;;;;;;;;;;DR3 5940107106612387968,NC-T,HBD 4;
WR 77b;WR*;16:46:59.91;-45:55:25.7;;;;;;;9.69;7.84;6.41;;WC9d;;;;;;;;;;;;;DR3 5940105354265570688,NC-N;
WR 77c;WR*;16:47:00.88;-45:51:20.6;;;;;;;10.89;9.57;8.86;;WN8o;;;;;;;;;;;;;DR3 5940106655630578560,NC-I;
WR 77d;WR*;16:47:01.59;-45:51:45.3;;;;;;;11.06;9.83;9.26;;WN7o;;;;;;;;;;;;;DR3 5940106659927357696,NC-P,Wd1-57c;
WR 77e;WR*;16:47:02.47;-45:51:00.10;;;;;;;11.70;10.30;9.70;;WN5h;;;;;;;;;;;;;DR3 5940106763006638080,NC-J;
WR 77f;WR*;16:47:02.97;-45:50:19.8;;;;;21.55;17.79;9.81;8.80;8.29;;WN10-11h;;;;;;;;;;;;;DR3 5940106797374726784,NC-S,Wd1-5;
WR 77g;WR*;16:47:03.25;-45:50:43.80;;;;;;;11.81;10.40;9.53;;WC8;;;;;;;;;;;;;NC-K;
WR 77h;WR*;16:47:03.80;-45:50:38.8;;;;;;;10.75;9.42;8.76;;WN8o;;;;;;;;;;;;;DR3 5940106797374720640,NC-V;
WR 77i;WR*;16:47:03.96;-45:51:37.7;;;;;;;10.13;7.64;6.90;;WC9d;;;;;;;;;;;;;DR3 5940106007100719872,NC-M,Wd1-66;
WR 77j;WR*;16:47:04.01;-45:51:25.1;;;;;;20.87;11.36;9.97;9.28;;WN7o;;;;;;;;;;;;;DR3 5940106007100722944,NC-G;
WR 77k;WR*;16:47:04.19;-45:51:07.40;;;;;22.60;18.86;9.08;7.72;7.19;;WN9h+?;;;;;;;;;;;;;DR3 5940106007092369152,NC-L,Wd1-44;
WR 77l;WR*;16:47:04.22;-45:51:20.20;;;;;;;10.31;8.56;7.38;;WC9d;;;;;;;;;;;;;DR3 5940106007092347904,NC-H;
WR 77m;WR*;16:47:04.41;-45:51:03.7;;;;;;;11.26;9.51;8.23;;WC9d;;;;;;;;;;;;;DR3 5940106007092374272,NC-C;
WR 77n;WR*;16:47:05.21;-45:52:25.0;;;;;21.70;17.86;9.85;7.97;7.28;;WC9d+?;;;;;;;;;;;;;DR3 5940105904021494528,NC-F,Wd1-241;
WR 77o;WR*;16:47:05.37;-45:51:04.9;;;;;;20.99;10.91;9.79;9.18;;WN7o;;;;;;;;;;;;;DR3 5940106007100727936,NC-B,Wd1-14c;
WR 77p;WR*;16:47:06.06;-45:52:08.3;;;;;;18.38;10.12;9.09;8.29;;WC9;;;;;;;;;;;;;DR3 5940105899709768192,NC-E;
WR 77q;WR*;16:47:06.10;-45:50:22.5;;;;;;;10.91;9.79;9.18;;WN5o;;;;;;;;;;;;;DR3 5940106041452163840,NC-R;
WR 77r;WR*;16:47:06.25;-45:51:26.5;;;;;;;11.92;10.84;10.26;;WN7o;;;;;;;;;;;;;DR3 5940106007092333056,NC-D;
WR 77s;WR*;16:47:06.54;-45:50:39.1;;;;;;19.69;;;;;WN6o;;;;;;;;;;;;;DR3 5940106041452144896,NC-U,GDTB 1;
WR 77sa;WR*;16:47:07.62;-45:49:22.1;;;;;;;12.23;10.42;10.17;;WN6h;;;;;;;;;;;;;DR3 5940199907954832768,NC-W,GDTB 3;
WR 77sb;WR*;16:47:07.66;-45:52:36.0;;;;;;;11.63;8.81;8.33;;WN6o;;;;;;;;;;;;;DR3 5940105830996862208,NC-O;
WR 77sc;WR*;16:47:08.35;-45:50:45.5;;;;;;19.69;;;;;WN7b+?;;;;;;;;;;;;;DR3 5940106041452121472,NC-A,Wd1-72;
WR 77sd;WR*;16:47:14.14;-45:48:32.0;;;;;;;12.36;11.08;9.99;;WN5o;;;;;;;;;;;;;DR3 5940199976670849152,NC-X,GDTB 2;
WR 77t;WR*;16:50:57.63;-43:40:27.8;;;;;;;10.65;9.41;8.32;;WC9d, WC9vd;;;;;;;;;;;;;DR3 5964447648351695488,HBD 5,SHS J165057.6-434028;
WR 78;WR*;16:52:19.25;-41:51:16.3;;;;;6.76;6.48;5.44;5.27;4.98;;WN7h;;;;;;;;;;;;;HD 151932,DR3 5968019618048049664,HR 6249;
WR 78-1;WR*;16:54:08.46;-43:49:25.3;;;;;;;16.29;14.53;13.09;;WC6::;;;;;;;;;;;;;KSF14 1139-49EA;
WR 79;WR*;16:54:19.70;-41:49:11.6;;;;;6.83;6.60;5.96;5.81;5.39;;WC7+O5-8;;;;;;;;;;;;;HD 152270,DR3 5966509541883497984,HR 6265;
