Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
LDN 212;DrkN;18:11:03.96;-24:19:18.5;Sgr;18.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 213;DrkN;18:09:03.53;-24:00:27.0;Sgr;1.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 214;DrkN;18:09:03.48;-23:58:27.1;Sgr;1.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 215;DrkN;17:58:01.46;-22:30:15.1;Sgr;178.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 216;DrkN;17:37:57.50;-19:39:42.8;Oph;6.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 217;DrkN;18:28:06.38;-26:08:04.2;Sgr;5.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 218;DrkN;17:55:00.72;-21:58:28.6;Sgr;9.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 219;DrkN;17:39:27.67;-19:46:36.1;Oph;17.4;;;;;;;;;;;;;;;;;;;;;;;
LDN 220;DrkN;17:30:55.87;-18:28:13.1;Oph;5.0;;;;;;;;;;;;;;;;;;;;;;;
LDN 221;DrkN;18:11:03.50;-23:59:18.2;Sgr;76.4;;;;;;;;;;;;;;;;;;;;;;;
